region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mea,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-4.6111109-0.166666665),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.029629634000000002-0.298142595),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[0.0-4.70370375),[0.0-3.83333325),[3.9444444-8.8333335),[0.0-8.7222225),[-14.7222225--4.6111109),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.617326035-1.0],[-3.0441751--2.1785448),foliage
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[1.9444439-3.11111105),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.055555555-0.22222222],[3.8888888-27.277779],[7.75184915-991.7184],[3.11111105-44.722225],[1.06978695-1386.3292],[28.7592595-82.9814795),[67.833335-137.11111],[36.277778-101.7777775),[71.2777775-142.55556],[-49.666668--25.1666655),[26.5-46.611112500000004),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.2627796-0.356239785),[-3.0441751--2.1785448),foliage
[1.0-34.5),[11.0-67.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-49.666668--25.1666655),[46.611112500000004-82.0],[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.298142595-0.827759275),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[0.0-4.70370375),[0.0-3.83333325),[3.9444444-8.8333335),[0.0-8.7222225),[-14.7222225--4.6111109),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[6.6111109-9.8333335),[0.617326035-1.0],[-3.0441751--2.1785448),foliage
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.16666672-0.5555557200000001),[0.298142595-0.827759275),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[3.9444444-8.8333335),[0.0-8.7222225),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[6.6111109-9.8333335),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.0-0.499999985),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-2.1785448--1.8533935499999998),window
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-49.666668--25.1666655),[26.5-46.611112500000004),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.617326035-1.0],[-3.0441751--2.1785448),foliage
[1.0-34.5),[11.0-67.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-49.666668--25.1666655),[46.611112500000004-82.0],[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[149.5-254.0],[206.5-251.0],[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[3.9444444-8.8333335),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[82.9814795-143.44444],[67.833335-137.11111],[101.7777775-150.88889],[71.2777775-142.55556],[-25.1666655--14.7222225),[26.5-46.611112500000004),[-17.1666655--6.3888891),[101.7777775-150.88889],[0.0-0.2627796),[-3.0441751--2.1785448),sky
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.298142595-0.827759275),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.2627796-0.356239785),[-3.0441751--2.1785448),window
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[1.06978695-1386.3292],[0.0-4.70370375),[0.0-3.83333325),[3.9444444-8.8333335),[0.0-8.7222225),[-14.7222225--4.6111109),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.617326035-1.0],[-3.0441751--2.1785448),foliage
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.0-0.499999985),[0.38968197-1.06978695),[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.0-0.2627796),[-1.8533935499999998-0.6435302),window
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.16666672-0.5555557200000001),[0.029629634000000002-0.298142595),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[3.9444444-8.8333335),[0.0-8.7222225),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[6.6111109-9.8333335),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.16666672-0.5555557200000001),[0.029629634000000002-0.298142595),[0.499999985-1.9444439),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-25.1666655--14.7222225),[26.5-46.611112500000004),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.356239785-0.617326035),[-3.0441751--2.1785448),foliage
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[1.9444439-3.11111105),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.2627796-0.356239785),[0.6435302-2.9124804],grass
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.029629634000000002-0.298142595),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[0.0-4.70370375),[0.0-3.83333325),[3.9444444-8.8333335),[0.0-8.7222225),[-14.7222225--4.6111109),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.617326035-1.0],[-3.0441751--2.1785448),foliage
[1.0-34.5),[206.5-251.0],[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.298142595-0.827759275),[0.499999985-1.9444439),[0.38968197-1.06978695),[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-25.1666655--14.7222225),[26.5-46.611112500000004),[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.298142595-0.827759275),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.16666672-0.5555557200000001),[0.298142595-0.827759275),[0.0-0.499999985),[0.38968197-1.06978695),[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.356239785-0.617326035),[-3.0441751--2.1785448),foliage
[132.5-149.5),[155.5-206.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[1.0-34.5),[11.0-67.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-4.6111109-0.166666665),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[34.5-132.5),[206.5-251.0],[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[34.5-132.5),[11.0-67.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.0-0.499999985),[-1.59E-8-0.38968197),[82.9814795-143.44444],[67.833335-137.11111],[101.7777775-150.88889],[71.2777775-142.55556],[-49.666668--25.1666655),[46.611112500000004-82.0],[-17.1666655--6.3888891),[101.7777775-150.88889],[0.0-0.2627796),[-3.0441751--2.1785448),sky
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.0-0.16666672),[0.0-0.029629634000000002),[0.0-0.499999985),[-1.59E-8-0.38968197),[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.0-0.2627796),[-1.8533935499999998-0.6435302),window
[149.5-254.0],[206.5-251.0],[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.029629634000000002-0.298142595),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[3.9444444-8.8333335),[0.0-8.7222225),[0.166666665-9.888889],[-0.11111111-26.5),[-17.1666655--6.3888891),[6.6111109-9.8333335),[0.356239785-0.617326035),[-1.8533935499999998-0.6435302),brickface
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.0-0.499999985),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-2.1785448--1.8533935499999998),window
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.0-0.16666672),[0.029629634000000002-0.298142595),[0.0-0.499999985),[-1.59E-8-0.38968197),[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.0-0.2627796),[-2.1785448--1.8533935499999998),window
[34.5-132.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[0.38968197-1.06978695),[82.9814795-143.44444],[67.833335-137.11111],[101.7777775-150.88889],[71.2777775-142.55556],[-49.666668--25.1666655),[46.611112500000004-82.0],[-33.88889--17.1666655),[101.7777775-150.88889],[0.0-0.2627796),[-3.0441751--2.1785448),sky
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.298142595-0.827759275),[0.0-0.499999985),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[22.7222225-36.277778),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-0.11111111-26.5),[-17.1666655--6.3888891),[9.8333335-36.277778),[0.356239785-0.617326035),[-2.1785448--1.8533935499999998),window
[1.0-34.5),[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[0.38968197-1.06978695),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[26.4444445-71.2777775),[-25.1666655--14.7222225),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-25.1666655--14.7222225),[26.5-46.611112500000004),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.2627796-0.356239785),[-3.0441751--2.1785448),path
[149.5-254.0],[206.5-251.0],[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.356239785-0.617326035),[0.6435302-2.9124804],grass
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-14.7222225--4.6111109),[26.5-46.611112500000004),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[149.5-254.0],[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[3.8888888-27.277779],[7.75184915-991.7184],[3.11111105-44.722225],[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-49.666668--25.1666655),[26.5-46.611112500000004),[-17.1666655--6.3888891),[36.277778-101.7777775),[0.356239785-0.617326035),[-3.0441751--2.1785448),foliage
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[4.70370375-28.7592595),[3.83333325-25.888888),[8.8333335-22.7222225),[8.7222225-26.4444445),[-14.7222225--4.6111109),[-12.111111--0.11111111),[1.0555555699999999-24.666666],[9.8333335-36.277778),[0.2627796-0.356239785),[0.6435302-2.9124804],grass
[149.5-254.0],[11.0-67.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.298142595-0.827759275),[0.499999985-1.9444439),[-1.59E-8-0.38968197),[82.9814795-143.44444],[67.833335-137.11111],[101.7777775-150.88889],[71.2777775-142.55556],[-49.666668--25.1666655),[46.611112500000004-82.0],[-33.88889--17.1666655),[101.7777775-150.88889],[0.2627796-0.356239785),[-3.0441751--2.1785448),sky
[34.5-132.5),[11.0-67.5),[9.0-9.0],[0.055555555-0.33333334],[0.055555555-0.22222222],[3.8888888-27.277779],[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-25.1666655--14.7222225),[46.611112500000004-82.0],[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),cement
[34.5-132.5),[155.5-206.5),[9.0-9.0],[0.055555555-0.33333334],[0.0-0.055555555),[1.3333324-3.8888888),[0.827759275-7.75184915),[1.9444439-3.11111105),[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-14.7222225--4.6111109),[26.5-46.611112500000004),[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),path
[149.5-254.0],[155.5-206.5),[9.0-9.0],[0.0-0.055555555),[0.055555555-0.22222222],[1.3333324-3.8888888),[0.827759275-7.75184915),[3.11111105-44.722225],[1.06978695-1386.3292],[28.7592595-82.9814795),[25.888888-67.833335),[36.277778-101.7777775),[26.4444445-71.2777775),[-25.1666655--14.7222225),[26.5-46.611112500000004),[-33.88889--17.1666655),[36.277778-101.7777775),[0.2627796-0.356239785),[-2.1785448--1.8533935499999998),path
[1.0-34.5),[67.5-155.5),[9.0-9.0],[0.0-0.055555555),[0.0-0.055555555),[0.5555557200000001-1.3333324),[0.827759275-7.75184915),[0.499999985-1.9444439),[0.38968197-1.06978695),[0.0-4.70370375),[0.0-3.83333325),[0.0-3.9444444),[0.0-8.7222225),[-4.6111109-0.166666665),[-0.11111111-26.5),[-6.3888891-1.0555555699999999),[0.0-6.6111109),[0.617326035-1.0],[-2.1785448--1.8533935499999998),foliage
